indicator,level,name,year,grp,estimate,moe,share,sharemoe
vehicles,4_towns,Groton,2017,has_vehicle,14784,700,0.924,0.038
vehicles,4_towns,Guilford,2017,total_households,8582,247,NA,NA
vehicles,4_towns,Guilford,2017,has_vehicle,8369,471,0.975,0.047
vehicles,4_towns,Haddam,2017,total_households,3200,139,NA,NA
vehicles,4_towns,Haddam,2017,has_vehicle,3098,335,0.968,0.096
vehicles,4_towns,Hamden,2017,total_households,22882,476,NA,NA
vehicles,4_towns,Hamden,2017,has_vehicle,21120,857,0.923,0.032
vehicles,4_towns,Hampton,2017,total_households,724,35,NA,NA
vehicles,4_towns,Hampton,2017,has_vehicle,712,68,0.983,0.081
vehicles,4_towns,Hartford,2017,total_households,45822,794,NA,NA
vehicles,4_towns,Hartford,2017,has_vehicle,30617,914,0.668,0.016
vehicles,4_towns,Hartland,2017,total_households,756,50,NA,NA
vehicles,4_towns,Hartland,2017,has_vehicle,737,80,0.975,0.084
vehicles,4_towns,Harwinton,2017,total_households,1990,105,NA,NA
vehicles,4_towns,Harwinton,2017,has_vehicle,1908,205,0.959,0.09
vehicles,4_towns,Hebron,2017,total_households,3434,114,NA,NA
vehicles,4_towns,Hebron,2017,has_vehicle,3365,275,0.98,0.073
vehicles,4_towns,Kent,2017,total_households,1121,141,NA,NA
vehicles,4_towns,Kent,2017,has_vehicle,1031,156,0.92,0.077
vehicles,4_towns,Killingly,2017,total_households,7066,352,NA,NA
vehicles,4_towns,Killingly,2017,has_vehicle,6475,552,0.916,0.063
vehicles,4_towns,Killingworth,2017,total_households,2411,114,NA,NA
vehicles,4_towns,Killingworth,2017,has_vehicle,2387,275,0.99,0.104
vehicles,4_towns,Lebanon,2017,total_households,2703,159,NA,NA
vehicles,4_towns,Lebanon,2017,has_vehicle,2703,328,1,0.106
vehicles,4_towns,Ledyard,2017,total_households,5625,214,NA,NA
vehicles,4_towns,Ledyard,2017,has_vehicle,5600,450,0.996,0.07
vehicles,4_towns,Lisbon,2017,total_households,1651,102,NA,NA
vehicles,4_towns,Lisbon,2017,has_vehicle,1612,185,0.976,0.094
vehicles,4_towns,Litchfield,2017,total_households,3525,202,NA,NA
vehicles,4_towns,Litchfield,2017,has_vehicle,3342,254,0.948,0.047
vehicles,4_towns,Lyme,2017,total_households,1093,57,NA,NA
vehicles,4_towns,Lyme,2017,has_vehicle,1067,121,0.976,0.098
vehicles,4_towns,Madison,2017,total_households,6749,241,NA,NA
vehicles,4_towns,Madison,2017,has_vehicle,6558,420,0.972,0.052
vehicles,4_towns,Manchester,2017,total_households,23728,535,NA,NA
vehicles,4_towns,Manchester,2017,has_vehicle,21607,804,0.911,0.027
vehicles,4_towns,Mansfield,2017,total_households,5539,457,NA,NA
vehicles,4_towns,Mansfield,2017,has_vehicle,5193,493,0.938,0.044
vehicles,4_towns,Marlborough,2017,total_households,2312,120,NA,NA
vehicles,4_towns,Marlborough,2017,has_vehicle,2300,300,0.995,0.119
vehicles,4_towns,Meriden,2017,total_households,26109,663,NA,NA
vehicles,4_towns,Meriden,2017,has_vehicle,23392,989,0.896,0.03
vehicles,4_towns,Middlebury,2017,total_households,2697,103,NA,NA
vehicles,4_towns,Middlebury,2017,has_vehicle,2637,221,0.978,0.073
vehicles,4_towns,Middlefield,2017,total_households,1711,82,NA,NA
vehicles,4_towns,Middlefield,2017,has_vehicle,1663,182,0.972,0.096
vehicles,4_towns,Middletown,2017,total_households,19187,546,NA,NA
vehicles,4_towns,Middletown,2017,has_vehicle,17261,765,0.9,0.031
vehicles,4_towns,Milford,2017,total_households,21634,429,NA,NA
vehicles,4_towns,Milford,2017,has_vehicle,20436,749,0.945,0.029
vehicles,4_towns,Monroe,2017,total_households,6865,230,NA,NA
vehicles,4_towns,Monroe,2017,has_vehicle,6612,523,0.963,0.069
vehicles,4_towns,Montville,2017,total_households,7027,279,NA,NA
vehicles,4_towns,Montville,2017,has_vehicle,6922,543,0.985,0.067
vehicles,4_towns,Morris,2017,total_households,900,73,NA,NA
vehicles,4_towns,Morris,2017,has_vehicle,860,110,0.956,0.095
vehicles,4_towns,Naugatuck,2017,total_households,11765,365,NA,NA
vehicles,4_towns,Naugatuck,2017,has_vehicle,11123,687,0.945,0.05
vehicles,4_towns,New Britain,2017,total_households,28531,607,NA,NA
vehicles,4_towns,New Britain,2017,has_vehicle,23544,758,0.825,0.02
vehicles,4_towns,New Canaan,2017,total_households,7042,172,NA,NA
vehicles,4_towns,New Canaan,2017,has_vehicle,6969,382,0.99,0.049
vehicles,4_towns,New Fairfield,2017,total_households,4869,155,NA,NA
vehicles,4_towns,New Fairfield,2017,has_vehicle,4834,309,0.993,0.055
vehicles,4_towns,New Hartford,2017,total_households,2605,195,NA,NA
vehicles,4_towns,New Hartford,2017,has_vehicle,2554,334,0.98,0.105
vehicles,4_towns,New Haven,2017,total_households,49987,908,NA,NA
vehicles,4_towns,New Haven,2017,has_vehicle,35511,1133,0.71,0.019
vehicles,4_towns,New London,2017,total_households,10984,433,NA,NA
vehicles,4_towns,New London,2017,has_vehicle,9095,606,0.828,0.044
vehicles,4_towns,New Milford,2017,total_households,10274,297,NA,NA
vehicles,4_towns,New Milford,2017,has_vehicle,9767,512,0.951,0.042
vehicles,4_towns,Newington,2017,total_households,12519,320,NA,NA
vehicles,4_towns,Newington,2017,has_vehicle,11853,526,0.947,0.034
vehicles,4_towns,Newtown,2017,total_households,9749,274,NA,NA
vehicles,4_towns,Newtown,2017,has_vehicle,9476,500,0.972,0.043
vehicles,4_towns,Norfolk,2017,total_households,645,59,NA,NA
vehicles,4_towns,Norfolk,2017,has_vehicle,617,69,0.957,0.062
vehicles,4_towns,North Branford,2017,total_households,5439,220,NA,NA
vehicles,4_towns,North Branford,2017,has_vehicle,5298,495,0.974,0.082
vehicles,4_towns,North Canaan,2017,total_households,1366,132,NA,NA
vehicles,4_towns,North Canaan,2017,has_vehicle,1259,207,0.922,0.123
vehicles,4_towns,North Haven,2017,total_households,8570,261,NA,NA
vehicles,4_towns,North Haven,2017,has_vehicle,8193,528,0.956,0.054
vehicles,4_towns,North Stonington,2017,total_households,2000,167,NA,NA
vehicles,4_towns,North Stonington,2017,has_vehicle,1945,286,0.972,0.118
vehicles,4_towns,Norwalk,2017,total_households,33385,635,NA,NA
vehicles,4_towns,Norwalk,2017,has_vehicle,30881,933,0.925,0.022
vehicles,4_towns,Norwich,2017,total_households,15795,412,NA,NA
vehicles,4_towns,Norwich,2017,has_vehicle,14178,691,0.898,0.037
vehicles,4_towns,Old Lyme,2017,total_households,3215,138,NA,NA
vehicles,4_towns,Old Lyme,2017,has_vehicle,3171,265,0.986,0.071
vehicles,4_towns,Old Saybrook,2017,total_households,4255,240,NA,NA
vehicles,4_towns,Old Saybrook,2017,has_vehicle,4060,398,0.954,0.077
vehicles,4_towns,Orange,2017,total_households,4959,141,NA,NA
vehicles,4_towns,Orange,2017,has_vehicle,4683,303,0.944,0.055
vehicles,4_towns,Oxford,2017,total_households,4463,183,NA,NA
vehicles,4_towns,Oxford,2017,has_vehicle,4386,379,0.983,0.075
vehicles,4_towns,Plainfield,2017,total_households,5694,269,NA,NA
vehicles,4_towns,Plainfield,2017,has_vehicle,5259,457,0.924,0.067
vehicles,4_towns,Plainville,2017,total_households,7584,256,NA,NA
vehicles,4_towns,Plainville,2017,has_vehicle,7402,504,0.976,0.058
vehicles,4_towns,Plymouth,2017,total_households,4842,178,NA,NA
vehicles,4_towns,Plymouth,2017,has_vehicle,4652,340,0.961,0.061
vehicles,4_towns,Pomfret,2017,total_households,1644,134,NA,NA
vehicles,4_towns,Pomfret,2017,has_vehicle,1540,203,0.937,0.097
vehicles,4_towns,Portland,2017,total_households,3930,196,NA,NA
vehicles,4_towns,Portland,2017,has_vehicle,3714,339,0.945,0.072
vehicles,4_towns,Preston,2017,total_households,1855,106,NA,NA
vehicles,4_towns,Preston,2017,has_vehicle,1791,221,0.965,0.106
vehicles,4_towns,Prospect,2017,total_households,3311,132,NA,NA
vehicles,4_towns,Prospect,2017,has_vehicle,3216,295,0.971,0.08
vehicles,4_towns,Putnam,2017,total_households,3874,236,NA,NA
vehicles,4_towns,Putnam,2017,has_vehicle,3477,370,0.898,0.078
vehicles,4_towns,Redding,2017,total_households,3475,149,NA,NA
vehicles,4_towns,Redding,2017,has_vehicle,3367,289,0.969,0.072
vehicles,4_towns,Ridgefield,2017,total_households,9089,230,NA,NA
vehicles,4_towns,Ridgefield,2017,has_vehicle,8881,470,0.977,0.045
vehicles,4_towns,Rocky Hill,2017,total_households,8547,350,NA,NA
vehicles,4_towns,Rocky Hill,2017,has_vehicle,7821,633,0.915,0.064
vehicles,4_towns,Roxbury,2017,total_households,920,61,NA,NA
vehicles,4_towns,Roxbury,2017,has_vehicle,901,101,0.979,0.089
vehicles,4_towns,Salem,2017,total_households,1637,116,NA,NA
vehicles,4_towns,Salem,2017,has_vehicle,1614,203,0.986,0.102
vehicles,4_towns,Salisbury,2017,total_households,1663,123,NA,NA
vehicles,4_towns,Salisbury,2017,has_vehicle,1608,214,0.967,0.107
vehicles,4_towns,Scotland,2017,total_households,578,45,NA,NA
vehicles,4_towns,Scotland,2017,has_vehicle,568,85,0.983,0.126
vehicles,4_towns,Seymour,2017,total_households,6146,251,NA,NA
vehicles,4_towns,Seymour,2017,has_vehicle,5918,493,0.963,0.07
vehicles,4_towns,Sharon,2017,total_households,1307,103,NA,NA
vehicles,4_towns,Sharon,2017,has_vehicle,1289,199,0.986,0.131
vehicles,4_towns,Shelton,2017,total_households,15961,398,NA,NA
vehicles,4_towns,Shelton,2017,has_vehicle,15197,695,0.952,0.037
vehicles,4_towns,Sherman,2017,total_households,1406,92,NA,NA
vehicles,4_towns,Sherman,2017,has_vehicle,1343,172,0.955,0.105
vehicles,4_towns,Simsbury,2017,total_households,9056,206,NA,NA
vehicles,4_towns,Simsbury,2017,has_vehicle,8758,403,0.967,0.039
vehicles,4_towns,Somers,2017,total_households,3401,124,NA,NA
vehicles,4_towns,Somers,2017,has_vehicle,3302,265,0.971,0.069
vehicles,4_towns,South Windsor,2017,total_households,9691,240,NA,NA
vehicles,4_towns,South Windsor,2017,has_vehicle,9157,430,0.945,0.038
vehicles,4_towns,Southbury,2017,total_households,7756,254,NA,NA
vehicles,4_towns,Southbury,2017,has_vehicle,7323,461,0.944,0.051
vehicles,4_towns,Southington,2017,total_households,16887,323,NA,NA
vehicles,4_towns,Southington,2017,has_vehicle,16158,662,0.957,0.035
vehicles,4_towns,Sprague,2017,total_households,1185,90,NA,NA
vehicles,4_towns,Sprague,2017,has_vehicle,1116,144,0.942,0.098
vehicles,4_towns,Stafford,2017,total_households,4691,173,NA,NA
vehicles,4_towns,Stafford,2017,has_vehicle,4380,322,0.934,0.059
vehicles,4_towns,Stamford,2017,total_households,48647,848,NA,NA
vehicles,4_towns,Stamford,2017,has_vehicle,43652,1312,0.897,0.022
vehicles,4_towns,Sterling,2017,total_households,1284,116,NA,NA
vehicles,4_towns,Sterling,2017,has_vehicle,1263,201,0.984,0.129
vehicles,4_towns,Stonington,2017,total_households,8024,256,NA,NA
vehicles,4_towns,Stonington,2017,has_vehicle,7674,419,0.956,0.042
vehicles,4_towns,Stratford,2017,total_households,20179,422,NA,NA
vehicles,4_towns,Stratford,2017,has_vehicle,18904,743,0.937,0.031
vehicles,4_towns,Suffield,2017,total_households,4927,166,NA,NA
vehicles,4_towns,Suffield,2017,has_vehicle,4750,362,0.964,0.066
vehicles,4_towns,Thomaston,2017,total_households,3096,154,NA,NA
vehicles,4_towns,Thomaston,2017,has_vehicle,3034,271,0.98,0.073
vehicles,4_towns,Thompson,2017,total_households,3681,183,NA,NA
vehicles,4_towns,Thompson,2017,has_vehicle,3558,314,0.967,0.07
vehicles,4_towns,Tolland,2017,total_households,5092,185,NA,NA
vehicles,4_towns,Tolland,2017,has_vehicle,5014,363,0.985,0.062
vehicles,4_towns,Torrington,2017,total_households,14907,377,NA,NA
vehicles,4_towns,Torrington,2017,has_vehicle,13346,634,0.895,0.036
vehicles,4_towns,Trumbull,2017,total_households,12383,295,NA,NA
vehicles,4_towns,Trumbull,2017,has_vehicle,11835,586,0.956,0.041
vehicles,4_towns,Union,2017,total_households,359,46,NA,NA
vehicles,4_towns,Union,2017,has_vehicle,352,55,0.981,0.088
vehicles,4_towns,Vernon,2017,total_households,13194,331,NA,NA
vehicles,4_towns,Vernon,2017,has_vehicle,12085,662,0.916,0.045
vehicles,4_towns,Voluntown,2017,total_households,1006,60,NA,NA
vehicles,4_towns,Voluntown,2017,has_vehicle,985,107,0.979,0.089
vehicles,4_towns,Wallingford,2017,total_households,18443,444,NA,NA
vehicles,4_towns,Wallingford,2017,has_vehicle,17319,758,0.939,0.034
vehicles,4_towns,Warren,2017,total_households,613,52,NA,NA
vehicles,4_towns,Warren,2017,has_vehicle,594,65,0.969,0.067
vehicles,4_towns,Washington,2017,total_households,1444,148,NA,NA
vehicles,4_towns,Washington,2017,has_vehicle,1403,187,0.972,0.083
vehicles,4_towns,Waterbury,2017,total_households,39816,838,NA,NA
vehicles,4_towns,Waterbury,2017,has_vehicle,31822,1106,0.799,0.022
vehicles,4_towns,Waterford,2017,total_households,7896,233,NA,NA
vehicles,4_towns,Waterford,2017,has_vehicle,7436,433,0.942,0.047
vehicles,4_towns,Watertown,2017,total_households,8423,315,NA,NA
vehicles,4_towns,Watertown,2017,has_vehicle,8050,584,0.956,0.059
vehicles,4_towns,West Hartford,2017,total_households,24470,413,NA,NA
vehicles,4_towns,West Hartford,2017,has_vehicle,22522,709,0.92,0.024
vehicles,4_towns,West Haven,2017,total_households,19387,701,NA,NA
vehicles,4_towns,West Haven,2017,has_vehicle,17263,891,0.89,0.033
vehicles,4_towns,Westbrook,2017,total_households,2873,152,NA,NA
vehicles,4_towns,Westbrook,2017,has_vehicle,2728,331,0.95,0.104
vehicles,4_towns,Weston,2017,total_households,3448,139,NA,NA
vehicles,4_towns,Weston,2017,has_vehicle,3420,243,0.992,0.058
vehicles,4_towns,Westport,2017,total_households,9820,258,NA,NA
vehicles,4_towns,Westport,2017,has_vehicle,9532,488,0.971,0.043
vehicles,4_towns,Wethersfield,2017,total_households,10778,299,NA,NA
vehicles,4_towns,Wethersfield,2017,has_vehicle,9993,479,0.927,0.036
vehicles,4_towns,Willington,2017,total_households,2366,174,NA,NA
vehicles,4_towns,Willington,2017,has_vehicle,2308,304,0.975,0.107
vehicles,4_towns,Wilton,2017,total_households,5978,174,NA,NA
vehicles,4_towns,Wilton,2017,has_vehicle,5743,355,0.961,0.052
vehicles,4_towns,Winchester,2017,total_households,4787,216,NA,NA
vehicles,4_towns,Winchester,2017,has_vehicle,4374,462,0.914,0.087
vehicles,4_towns,Windham,2017,total_households,8685,386,NA,NA
vehicles,4_towns,Windham,2017,has_vehicle,7538,536,0.868,0.048
vehicles,4_towns,Windsor,2017,total_households,10856,309,NA,NA
vehicles,4_towns,Windsor,2017,has_vehicle,10218,618,0.941,0.05
vehicles,4_towns,Windsor Locks,2017,total_households,5078,249,NA,NA
vehicles,4_towns,Windsor Locks,2017,has_vehicle,4767,380,0.939,0.059
vehicles,4_towns,Wolcott,2017,total_households,5758,234,NA,NA
vehicles,4_towns,Wolcott,2017,has_vehicle,5666,414,0.984,0.06
vehicles,4_towns,Woodbridge,2017,total_households,2876,140,NA,NA
vehicles,4_towns,Woodbridge,2017,has_vehicle,2827,282,0.983,0.086
vehicles,4_towns,Woodbury,2017,total_households,4045,170,NA,NA
vehicles,4_towns,Woodbury,2017,has_vehicle,3907,320,0.966,0.068
vehicles,4_towns,Woodstock,2017,total_households,3081,233,NA,NA
vehicles,4_towns,Woodstock,2017,has_vehicle,2889,355,0.938,0.091
education,1_state,Connecticut,2017,ages25plus,2480297,424,NA,NA
education,1_state,Connecticut,2017,less_than_high_school,242500,3905,0.098,0.002
education,1_state,Connecticut,2017,bachelors_plus,953199,6605,0.384,0.003
education,2_counties,Fairfield County,2017,ages25plus,642401,64,NA,NA
education,2_counties,Fairfield County,2017,less_than_high_school,68146,1930,0.106,0.003
education,2_counties,Fairfield County,2017,bachelors_plus,298496,3771,0.465,0.006
education,2_counties,Hartford County,2017,ages25plus,622863,125,NA,NA
education,2_counties,Hartford County,2017,less_than_high_school,66150,1720,0.106,0.003
education,2_counties,Hartford County,2017,bachelors_plus,232691,3179,0.374,0.005
education,2_counties,Litchfield County,2017,ages25plus,135410,162,NA,NA
education,2_counties,Litchfield County,2017,less_than_high_school,10836,787,0.08,0.006
education,2_counties,Litchfield County,2017,bachelors_plus,47364,1433,0.35,0.011
education,2_counties,Middlesex County,2017,ages25plus,118781,140,NA,NA
education,2_counties,Middlesex County,2017,less_than_high_school,7140,569,0.06,0.005
education,2_counties,Middlesex County,2017,bachelors_plus,48406,1356,0.408,0.011
education,2_counties,New Haven County,2017,ages25plus,595779,63,NA,NA
education,2_counties,New Haven County,2017,less_than_high_school,59891,1991,0.101,0.003
education,2_counties,New Haven County,2017,bachelors_plus,206378,3075,0.346,0.005
education,2_counties,New London County,2017,ages25plus,188628,141,NA,NA
education,2_counties,New London County,2017,less_than_high_school,15314,970,0.081,0.005
education,2_counties,New London County,2017,bachelors_plus,62148,1648,0.329,0.009
education,2_counties,Tolland County,2017,ages25plus,95679,197,NA,NA
education,2_counties,Tolland County,2017,less_than_high_school,5616,584,0.059,0.006
education,2_counties,Tolland County,2017,bachelors_plus,38004,1153,0.397,0.012
education,2_counties,Windham County,2017,ages25plus,80756,124,NA,NA
education,2_counties,Windham County,2017,less_than_high_school,9407,708,0.116,0.009
education,2_counties,Windham County,2017,bachelors_plus,19712,928,0.244,0.011
education,3_regions,Greater Bridgeport,2017,ages25plus,216158,1324,NA,NA
education,3_regions,Greater Bridgeport,2017,less_than_high_school,31194,1201,0.144,0.005
education,3_regions,Greater Bridgeport,2017,bachelors_plus,77346,1685,0.358,0.007
education,3_regions,Greater New Haven,2017,ages25plus,317760,1906,NA,NA
education,3_regions,Greater New Haven,2017,less_than_high_school,27884,1341,0.088,0.004
education,3_regions,Greater New Haven,2017,bachelors_plus,125603,2320,0.395,0.007
education,3_regions,Greater Waterbury,2017,ages25plus,232850,1485,NA,NA
education,3_regions,Greater Waterbury,2017,less_than_high_school,25327,1288,0.109,0.005
education,3_regions,Greater Waterbury,2017,bachelors_plus,76315,1917,0.328,0.008
education,3_regions,Lower Naugatuck Valley,2017,ages25plus,97785,1145,NA,NA
education,3_regions,Lower Naugatuck Valley,2017,less_than_high_school,8053,727,0.082,0.007
education,3_regions,Lower Naugatuck Valley,2017,bachelors_plus,30754,1341,0.315,0.013
education,4_towns,Andover,2017,ages25plus,2285,132,NA,NA
education,4_towns,Andover,2017,less_than_high_school,86,52,0.038,0.023
education,4_towns,Andover,2017,bachelors_plus,997,173,0.436,0.071
education,4_towns,Ansonia,2017,ages25plus,12870,533,NA,NA
education,4_towns,Ansonia,2017,less_than_high_school,1341,265,0.104,0.02
education,4_towns,Ansonia,2017,bachelors_plus,2590,369,0.201,0.027
education,4_towns,Ashford,2017,ages25plus,3105,115,NA,NA
education,4_towns,Ashford,2017,less_than_high_school,221,92,0.071,0.03
education,4_towns,Ashford,2017,bachelors_plus,1110,169,0.357,0.053
education,4_towns,Avon,2017,ages25plus,12893,218,NA,NA
education,4_towns,Avon,2017,less_than_high_school,357,121,0.028,0.009
education,4_towns,Avon,2017,bachelors_plus,8888,502,0.689,0.037
education,4_towns,Barkhamsted,2017,ages25plus,2620,112,NA,NA
education,4_towns,Barkhamsted,2017,less_than_high_school,100,51,0.038,0.019
education,4_towns,Barkhamsted,2017,bachelors_plus,1155,173,0.441,0.063
education,4_towns,Beacon Falls,2017,ages25plus,4106,142,NA,NA
education,4_towns,Beacon Falls,2017,less_than_high_school,329,114,0.08,0.028
education,4_towns,Beacon Falls,2017,bachelors_plus,1243,265,0.303,0.064
education,4_towns,Berlin,2017,ages25plus,15432,321,NA,NA
education,4_towns,Berlin,2017,less_than_high_school,989,234,0.064,0.015
education,4_towns,Berlin,2017,bachelors_plus,6013,570,0.39,0.036
education,4_towns,Bethany,2017,ages25plus,4087,157,NA,NA
education,4_towns,Bethany,2017,less_than_high_school,192,95,0.047,0.023
education,4_towns,Bethany,2017,bachelors_plus,1841,292,0.45,0.069
education,4_towns,Bethel,2017,ages25plus,13648,250,NA,NA
education,4_towns,Bethel,2017,less_than_high_school,947,200,0.069,0.015
education,4_towns,Bethel,2017,bachelors_plus,5950,448,0.436,0.032
education,4_towns,Bethlehem,2017,ages25plus,2550,83,NA,NA
education,4_towns,Bethlehem,2017,less_than_high_school,119,49,0.047,0.019
education,4_towns,Bethlehem,2017,bachelors_plus,1020,173,0.4,0.067
education,4_towns,Bloomfield,2017,ages25plus,16113,379,NA,NA
education,4_towns,Bloomfield,2017,less_than_high_school,1356,224,0.084,0.014
education,4_towns,Bloomfield,2017,bachelors_plus,5800,606,0.36,0.037
education,4_towns,Bolton,2017,ages25plus,3519,124,NA,NA
education,4_towns,Bolton,2017,less_than_high_school,192,82,0.055,0.023
education,4_towns,Bolton,2017,bachelors_plus,1713,208,0.487,0.057
education,4_towns,Bozrah,2017,ages25plus,1892,76,NA,NA
education,4_towns,Bozrah,2017,less_than_high_school,120,54,0.063,0.028
education,4_towns,Bozrah,2017,bachelors_plus,558,88,0.295,0.045
education,4_towns,Branford,2017,ages25plus,21560,419,NA,NA
education,4_towns,Branford,2017,less_than_high_school,1228,249,0.057,0.011
education,4_towns,Branford,2017,bachelors_plus,9239,637,0.429,0.028
education,4_towns,Bridgeport,2017,ages25plus,94935,914,NA,NA
education,4_towns,Bridgeport,2017,less_than_high_school,23164,987,0.244,0.01
education,4_towns,Bridgeport,2017,bachelors_plus,17148,956,0.181,0.01
education,4_towns,Bridgewater,2017,ages25plus,1341,90,NA,NA
education,4_towns,Bridgewater,2017,less_than_high_school,51,29,0.038,0.021
education,4_towns,Bridgewater,2017,bachelors_plus,763,86,0.569,0.052
education,4_towns,Bristol,2017,ages25plus,42934,673,NA,NA
education,4_towns,Bristol,2017,less_than_high_school,4476,598,0.104,0.014
education,4_towns,Bristol,2017,bachelors_plus,11322,692,0.264,0.016
education,4_towns,Brookfield,2017,ages25plus,11680,344,NA,NA
education,4_towns,Brookfield,2017,less_than_high_school,533,161,0.046,0.014
education,4_towns,Brookfield,2017,bachelors_plus,5951,476,0.51,0.038
education,4_towns,Brooklyn,2017,ages25plus,6163,214,NA,NA
education,4_towns,Brooklyn,2017,less_than_high_school,542,139,0.088,0.022
education,4_towns,Brooklyn,2017,bachelors_plus,1696,331,0.275,0.053
education,4_towns,Burlington,2017,ages25plus,6626,162,NA,NA
education,4_towns,Burlington,2017,less_than_high_school,200,75,0.03,0.011
education,4_towns,Burlington,2017,bachelors_plus,3258,293,0.492,0.043
education,4_towns,Canaan,2017,ages25plus,891,96,NA,NA
education,4_towns,Canaan,2017,less_than_high_school,32,20,0.036,0.022
education,4_towns,Canaan,2017,bachelors_plus,361,65,0.405,0.058
education,4_towns,Canterbury,2017,ages25plus,3607,115,NA,NA
education,4_towns,Canterbury,2017,less_than_high_school,231,79,0.064,0.022
education,4_towns,Canterbury,2017,bachelors_plus,780,143,0.216,0.039
education,4_towns,Canton,2017,ages25plus,7618,249,NA,NA
education,4_towns,Canton,2017,less_than_high_school,224,84,0.029,0.011
education,4_towns,Canton,2017,bachelors_plus,4137,458,0.543,0.057
education,4_towns,Chaplin,2017,ages25plus,1743,114,NA,NA
education,4_towns,Chaplin,2017,less_than_high_school,136,44,0.078,0.025
education,4_towns,Chaplin,2017,bachelors_plus,431,79,0.247,0.042
education,4_towns,Cheshire,2017,ages25plus,21276,353,NA,NA
education,4_towns,Cheshire,2017,less_than_high_school,986,181,0.046,0.008
education,4_towns,Cheshire,2017,bachelors_plus,11359,618,0.534,0.028
education,4_towns,Chester,2017,ages25plus,3278,183,NA,NA
education,4_towns,Chester,2017,less_than_high_school,140,80,0.043,0.024
education,4_towns,Chester,2017,bachelors_plus,1388,216,0.423,0.062
education,4_towns,Clinton,2017,ages25plus,9532,292,NA,NA
education,4_towns,Clinton,2017,less_than_high_school,625,142,0.066,0.015
education,4_towns,Clinton,2017,bachelors_plus,3606,272,0.378,0.026
education,4_towns,Colchester,2017,ages25plus,11104,342,NA,NA
education,4_towns,Colchester,2017,less_than_high_school,555,144,0.05,0.013
education,4_towns,Colchester,2017,bachelors_plus,4218,421,0.38,0.036
education,4_towns,Colebrook,2017,ages25plus,1065,104,NA,NA
education,4_towns,Colebrook,2017,less_than_high_school,58,28,0.054,0.026
education,4_towns,Colebrook,2017,bachelors_plus,312,63,0.293,0.052
education,4_towns,Columbia,2017,ages25plus,3935,195,NA,NA
education,4_towns,Columbia,2017,less_than_high_school,146,69,0.037,0.017
education,4_towns,Columbia,2017,bachelors_plus,1719,354,0.437,0.087
education,4_towns,Cornwall,2017,ages25plus,1011,113,NA,NA
education,4_towns,Cornwall,2017,less_than_high_school,44,26,0.044,0.025
education,4_towns,Cornwall,2017,bachelors_plus,544,89,0.538,0.064
education,4_towns,Coventry,2017,ages25plus,8599,293,NA,NA
education,4_towns,Coventry,2017,less_than_high_school,247,90,0.029,0.01
education,4_towns,Coventry,2017,bachelors_plus,3420,417,0.398,0.047
education,4_towns,Cromwell,2017,ages25plus,10513,354,NA,NA
education,4_towns,Cromwell,2017,less_than_high_school,647,164,0.062,0.015
education,4_towns,Cromwell,2017,bachelors_plus,4802,441,0.457,0.039
education,4_towns,Danbury,2017,ages25plus,57671,822,NA,NA
education,4_towns,Danbury,2017,less_than_high_school,10474,957,0.182,0.016
education,4_towns,Danbury,2017,bachelors_plus,17649,968,0.306,0.016
education,4_towns,Darien,2017,ages25plus,13029,271,NA,NA
education,4_towns,Darien,2017,less_than_high_school,288,97,0.022,0.007
education,4_towns,Darien,2017,bachelors_plus,10553,508,0.81,0.035
education,4_towns,Deep River,2017,ages25plus,3308,104,NA,NA
education,4_towns,Deep River,2017,less_than_high_school,121,48,0.037,0.014
education,4_towns,Deep River,2017,bachelors_plus,1249,169,0.378,0.05
education,4_towns,Derby,2017,ages25plus,8984,499,NA,NA
education,4_towns,Derby,2017,less_than_high_school,1241,365,0.138,0.04
education,4_towns,Derby,2017,bachelors_plus,2159,379,0.24,0.04
education,4_towns,Durham,2017,ages25plus,5289,230,NA,NA
education,4_towns,Durham,2017,less_than_high_school,184,104,0.035,0.02
education,4_towns,Durham,2017,bachelors_plus,2567,378,0.485,0.068
education,4_towns,East Granby,2017,ages25plus,3827,142,NA,NA
education,4_towns,East Granby,2017,less_than_high_school,95,68,0.025,0.018
education,4_towns,East Granby,2017,bachelors_plus,2159,294,0.564,0.074
education,4_towns,East Haddam,2017,ages25plus,6697,208,NA,NA
education,4_towns,East Haddam,2017,less_than_high_school,452,169,0.067,0.025
education,4_towns,East Haddam,2017,bachelors_plus,2287,309,0.341,0.045
education,4_towns,East Hampton,2017,ages25plus,9386,271,NA,NA
education,4_towns,East Hampton,2017,less_than_high_school,495,150,0.053,0.016
education,4_towns,East Hampton,2017,bachelors_plus,3634,363,0.387,0.037
education,4_towns,East Hartford,2017,ages25plus,34549,613,NA,NA
education,4_towns,East Hartford,2017,less_than_high_school,5896,691,0.171,0.02
education,4_towns,East Hartford,2017,bachelors_plus,6475,509,0.187,0.014
education,4_towns,East Haven,2017,ages25plus,21094,612,NA,NA
education,4_towns,East Haven,2017,less_than_high_school,2044,363,0.097,0.017
education,4_towns,East Haven,2017,bachelors_plus,4999,480,0.237,0.022
education,4_towns,East Lyme,2017,ages25plus,14226,273,NA,NA
education,4_towns,East Lyme,2017,less_than_high_school,865,144,0.061,0.01
education,4_towns,East Lyme,2017,bachelors_plus,6307,439,0.443,0.03
